Carrera/Titulación,Carrera Gestional,Especialidad,Vacante,Avance,Semestres Totales,Evaluados Si/No,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Actividad Grupal.1,Ingles,Destacado,Ingresados Si/No,Apto,Apto suma
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Practicante,8,10.0,1,1,0,2,0,0,1,0,1,0,0,2,4
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Practicante,8,10.0,1,1,2,0,0,0,1,0,1,0,0,2,4
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,1,1,0,1,2,0,0,0,2,0,0,2,6
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,1,1,0,0,0,2,0,0,1,0,0,2,4
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,6,10.0,1,0,0,0,0,1,0,0,1,0,0,1,2
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Sistemas Electrónicos,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,1,0,0,0,1,1,0,0,1,0,0,1,3
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Sistemas Electrónicos,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química Metalúrgica,Ing. Química,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,7,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,1,1,0,0,0,2,0,0,1,0,0,2,4
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,1,1,1,2,0,2,0,0,1,0,0,2,7
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Geomática,Ing. Geomática,Otras Ingenierías,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Telecomunicaciones,Ing. Telecomunicaciones,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,1,1,0,0,0,2,0,0,1,0,0,2,4
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,7,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,1,1,0,2,0,0,0,0,1,0,0,2,4
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,1,1,2,1,2,2,2,0,1,0,0,2,9
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Telecomunicaciones,Ing. Telecomunicaciones,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,1,0,0,0,0,0,0,4,1,1,1,0,5
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,1,1,2,1,0,0,1,0,1,0,0,2,5
Ing. Química,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
